"chromosome"	"start.pos"	"end.pos"	"Bf"	"N.BAF"	"sd.BAF"	"depth.ratio"	"N.ratio"	"sd.ratio"	"CNt"	"A"	"B"	"LPP"
"chr6"	675585	677209	0.325324973533044	32	0.134679413255474	0.516117140355224	62	0.387945189584339	6	4	2	-6.75308872009294
"chr6"	677214	908784	0.0784992886380833	283	0.0483578506363398	0.632382473135633	5010	0.182940754404603	2	2	0	-6.7357294691329
"chr6"	909193	910681	0.423638639817398	10	0.0527968854300243	0.658070147769752	23	0.128342689117076	7	4	3	-6.80291639759193
"chr6"	910777	1053581	0.0838149811659756	93	0.0396027816940371	0.641326655929759	3005	0.151601149875605	2	2	0	-6.73884899969771
"chr6"	1053677	1053982	0.341921558252303	15	0.069342284220758	0.780463930174341	24	0.190477313305438	6	4	2	-6.73644937771964
"chr6"	1054561	1185718	0.0747314425540975	161	0.027289305802459	0.648598235460388	2845	0.183285954751229	2	2	0	-6.75537342326572
"chr6"	1205147	1205810	0.357073596419889	35	0.092822202864066	0.738066504180799	49	0.335423060107233	3	2	1	-6.73498391839412
"chr6"	1210955	1243222	0.0865290767756153	58	0.0637581922425654	0.629253962553268	717	0.192404305537544	2	2	0	-6.73970164062169
"chr6"	1244168	1257151	0.408276057070178	9	0.135526237722115	0.667876521178057	277	0.13214249768903	2	1	1	-6.78980860204502
"chr6"	1259877	1747230	0.0761951193236294	538	0.0425958109484282	0.656949139537689	10420	0.184828269218694	2	2	0	-6.73988845283051
"chr6"	1747523	1878667	0.0763135794815578	104	0.0318101147717575	0.647960508141786	2788	0.169659690475738	2	2	0	-6.74110869425938
"chr6"	1879407	1979443	0.0985079691817098	57	0.0879496502405985	0.661059068342467	2106	0.172972747598057	2	2	0	-6.76041768105043
"chr6"	1980509	2051275	0.0878290503126477	85	0.0339727523047466	0.614290222686002	1531	0.17421113118428	2	2	0	-6.76840818923707
"chr6"	2051635	2467241	0.0764791513896313	309	0.0461536901580139	0.664402884511051	8729	0.166463974496571	2	2	0	-6.74298856542458
"chr6"	2468046	2582714	0.0862370373388905	261	0.0478238130434734	0.606876960267445	2637	0.207612202794253	2	2	0	-6.7496818239312
"chr6"	2583209	3474573	0.0765256033398145	775	0.0445408311336484	0.685059142900943	19011	0.191868066665927	2	2	0	-6.78421172738182
"chr6"	3475869	3508189	0.0777328413074861	48	0.0312456521798129	0.612951312262252	708	0.181715079249165	2	2	0	-6.73790117213183
"chr6"	3509506	3818603	0.072649721984159	373	0.0394570079062831	0.680711180950413	6712	0.188681255797019	2	2	0	-6.76735702279249
"chr6"	3819995	3871013	0.0843314472368556	66	0.0289930986081131	0.649067845276692	1114	0.179418806910554	2	2	0	-6.74636975221891
"chr6"	3871534	3890392	0.0690957828779132	27	0.0301232510929723	0.705754974618428	413	0.230829910287826	2	2	0	-6.81232681975468
"chr6"	3906680	3939738	0.0704177457931537	62	0.0227314815582696	0.61228825353988	740	0.195500907578797	2	2	0	-6.83947488697729
"chr6"	3952014	4494510	0.0714396243423464	405	0.0288328919081628	0.661143858323034	7448	0.228977170402388	2	2	0	-6.78849496538764
"chr6"	4494782	4657599	0.0785912577171887	127	0.0307258013018667	0.637591113060016	3465	0.163698297438221	2	2	0	-6.73505483540554
"chr6"	4659823	4737786	0.0653992255206766	126	0.0314431389038528	0.64517398255244	1732	0.198785526609379	2	2	0	-6.85979187549403
"chr6"	4738112	5999231	0.0790462728624018	1128	0.0503409694629203	0.636615398632895	26891	0.168780818593395	2	2	0	-6.73997084568217
"chr6"	6000274	6081691	0.0797708720384207	192	0.0762363109261019	0.678045221578515	1856	0.229218811051153	2	2	0	-6.7350998526637
"chr6"	6084326	6123047	0.085741586662386	150	0.0453039750640002	0.577635093909116	957	0.243165523168596	2	2	0	-6.74765884687053
"chr6"	6125050	6213213	0.0741722954913887	146	0.0305716408518436	0.663715675770983	1919	0.205076961546558	2	2	0	-6.75562847071839
"chr6"	6214665	6224592	0.292169234849669	9	0.114705540891062	0.629155207824191	201	0.132977596773972	4	3	1	-6.88584813914113
"chr6"	6226718	6824711	0.0881786304722865	409	0.0512292329527917	0.639059211946654	12638	0.156670703365994	2	2	0	-6.75039824405372
"chr6"	6825550	6938695	0.0754520012943705	143	0.0317104205770042	0.688843082192713	2448	0.200209732653288	2	2	0	-6.75207484867101
"chr6"	6941085	7100423	0.0814576520339756	239	0.0347939026337969	0.620245946370462	3528	0.188920879120785	2	2	0	-6.73878910324747
"chr6"	7101851	7278096	0.0735092733693154	124	0.0307142902232523	0.670436080402111	3713	0.168449641008067	2	2	0	-6.76453410622314
"chr6"	7278547	7312481	0.0786862583767951	75	0.032156027274682	0.696482642962932	771	0.216765104128208	2	2	0	-6.73640849156501
"chr6"	7315967	7388533	0.0878056694193478	105	0.0347554828731179	0.625962318721433	1610	0.189034795936388	2	2	0	-6.76441094557895
"chr6"	7389712	7573712	0.0723404073451336	210	0.0500582481403498	0.703864079880388	4002	0.192836473891293	2	2	0	-6.76818878110398
"chr6"	7574572	7668690	0.0821993389993599	117	0.0292493195439025	0.631757029920129	2055	0.179406777095493	2	2	0	-6.73737900001015
"chr6"	7669720	7768619	0.0724029838223108	117	0.0294662759875042	0.672417570234252	2125	0.179371008831834	2	2	0	-6.77547996545374
"chr6"	7776103	7807071	0.0718153532795077	40	0.0326449430646204	0.625555949457807	682	0.191257842404407	2	2	0	-6.77112694320748
"chr6"	7807203	8200136	0.0746021332425634	438	0.0347650737352534	0.661208713251254	8512	0.179410548053145	2	2	0	-6.75102643206679
"chr6"	8200328	8407847	0.0789609012466238	101	0.0314410465147169	0.636574698910037	4323	0.149846776830273	2	2	0	-6.73510790908274
"chr6"	8408210	9674374	0.0778621977557463	775	0.0409648382090345	0.639485365561309	26581	0.160358839722567	2	2	0	-6.73852234807287
"chr6"	9675753	9951826	0.0822481187898816	262	0.0343541762593321	0.616028759983425	5900	0.171277053183663	2	2	0	-6.74899735539381
"chr6"	9951866	10186342	0.0714697461348245	242	0.0311967072414887	0.654951938177683	5024	0.176042237160294	2	2	0	-6.77831969732687
"chr6"	10187197	11359592	0.0846970040339781	877	0.0468295443552474	0.636266986801262	19945	0.171360336362634	2	2	0	-6.74553402965511
"chr6"	11360657	11901984	0.0753391951421762	604	0.0319445021556441	0.661108344546239	11679	0.182877832784212	2	2	0	-6.75043043045825
"chr6"	11901988	11968531	0.0691845173944778	55	0.0302681951289408	0.629766066866463	1416	0.164251205017812	2	2	0	-6.80980694339443
"chr6"	11968998	12089672	0.0739247247018758	148	0.0301918263444043	0.685885536453911	2616	0.196553771817547	2	2	0	-6.76370334683086
"chr6"	12093098	12443807	0.0786021370328194	313	0.046853030200068	0.647705529592212	7486	0.172932110164154	2	2	0	-6.73358071576177
"chr6"	12445689	12531961	0.0734625912358883	68	0.0287310001347762	0.660254305883139	1833	0.173429090124069	2	2	0	-6.76471072305785
"chr6"	12532064	12767884	0.0787690135197445	79	0.0320285747540999	0.656629464029114	4886	0.146780396535837	2	2	0	-6.7354079465623
"chr6"	12769497	14046259	0.072085262556037	931	0.0334769103772476	0.659343437374251	25540	0.169195316721005	2	2	0	-6.77623418449624
"chr6"	14048449	15130061	0.08265088758395	780	0.0429911754953082	0.632650366536404	22896	0.15677119896179	2	2	0	-6.74824713787985
"chr6"	15130411	18100319	0.0767734745674084	1633	0.0377521629729837	0.651846560145985	62193	0.158905363147602	2	2	0	-6.74163191945364
"chr6"	18100634	18185179	0.0852064310479715	75	0.0319717950024029	0.633167538982843	1811	0.169047330347142	2	2	0	-6.74967507521101
"chr6"	18185483	18294965	0.0761156102017768	140	0.0349990280293757	0.678953446635173	2386	0.201307689271609	2	2	0	-6.74423718582363
"chr6"	18295170	18401332	0.0758230239688802	164	0.0340471634225826	0.643443795129547	2347	0.198632157397803	2	2	0	-6.74211430257202
"chr6"	18403496	18475576	0.075161911048063	90	0.0332345427448712	0.676805651206917	1561	0.172729542820443	2	2	0	-6.74871912232481
"chr6"	18477705	19316124	0.0878306133873794	578	0.050169381291657	0.622326378135698	17746	0.159530930096965	2	2	0	-6.77692844842181
"chr6"	19316511	19674212	0.07691403713192	382	0.0424101102407528	0.66259791099411	7689	0.179450680590637	2	2	0	-6.74007920995498
"chr6"	19674705	19910631	0.0815547893305688	257	0.0321564569713668	0.625052866904024	4979	0.173562370278219	2	2	0	-6.73992910814423
"chr6"	19911432	20401678	0.0793174758905981	455	0.0392781673449171	0.662051565467367	10489	0.170636095376888	2	2	0	-6.73867402093544
"chr6"	20404788	20544468	0.0855355350703527	100	0.0381362045962901	0.647428682274027	2957	0.16313177291059	2	2	0	-6.74562290041734
"chr6"	20544512	21601686	0.0797934710883841	977	0.0431239820001373	0.651919049153951	22600	0.173745774430901	2	2	0	-6.73433415699017
"chr6"	21602321	21726153	0.0751216801677665	116	0.0298590328724485	0.683262666272329	2644	0.169827946296596	2	2	0	-6.75676247241573
"chr6"	21743809	21843682	0.085321861101841	129	0.0355556359263061	0.608617821799569	2221	0.181265836006217	2	2	0	-6.75316967211623
"chr6"	21845934	22038151	0.0830702208323027	216	0.0476530382931687	0.649387544076576	4160	0.183475148636539	2	2	0	-6.7355639681247
"chr6"	22039363	22276996	0.0893170786178082	189	0.0434850266211878	0.625418901034253	5058	0.165140392974066	2	2	0	-6.76633553544381
"chr6"	22281029	22491041	0.070657660154681	197	0.0382119586829523	0.64991945947253	4486	0.178794301663502	2	2	0	-6.76881161268373
"chr6"	22491184	22631078	0.0780714440087882	198	0.0408012759149736	0.61762672175822	3039	0.183954591161945	2	2	0	-6.73966708943985
"chr6"	22635115	23034661	0.0733989688922311	404	0.0292895346420013	0.655684535291135	8558	0.182090459448982	2	2	0	-6.76473649870483
"chr6"	23034830	26171022	0.0844592398302881	2505	0.0554786251665409	0.641703738844185	66364	0.167480081259149	2	2	0	-6.74113932199331
"chr6"	26171389	26276572	0.0716086333717187	174	0.0325498309608773	0.694277625333412	2324	0.2186669138949	2	2	0	-6.77930043202106
"chr6"	26276905	26588197	0.086176149404165	131	0.0349076711902583	0.648151310439467	6494	0.149623641497548	2	2	0	-6.75175564727699
"chr6"	26628545	27605757	0.122911219713165	122	0.119542399931508	0.644464887821759	16918	0.137806342406801	2	2	0	-6.80975832263303
"chr6"	27615016	29530350	0.0846213273016446	1240	0.0378894274713074	0.630611941782757	40371	0.159625763107191	2	2	0	-6.77086465064487
"chr6"	29555899	29715751	0.0715775386339007	422	0.0297424138736746	0.694903375238391	3710	0.230744439206546	2	2	0	-6.79006634810727
"chr6"	29716427	29764818	0.0820248154218825	266	0.0314086036466611	0.556987838870588	1234	0.27552590061488	2	2	0	-6.74404979063727
"chr6"	29764998	29816696	0.0707198660220716	388	0.0286995599618122	0.794404339107374	1446	0.315975641858666	2	2	0	-6.8082813595614
"chr6"	29816766	29955803	0.075346737692655	828	0.0419647126885116	0.84670884964045	3617	0.412313705612269	2	2	0	-6.77578595345452
"chr6"	29956164	29968329	0.0671411924219223	69	0.0236948399244473	0.609120684001082	321	0.317728939554416	3	3	0	-6.86726760512527
"chr6"	29969485	30109807	0.063779426557198	242	0.0287781140169079	0.703578877861939	3108	0.217274838921212	3	3	0	-6.89693579644194
"chr6"	30109908	30296659	0.0770965626941617	403	0.0385046005247498	0.630631908195904	4266	0.220137655628946	2	2	0	-6.73793882978611
"chr6"	30297156	30461164	0.0740459176043592	299	0.0364957378201552	0.70216263475271	3655	0.218595530517885	2	2	0	-6.76282814901929
"chr6"	30461606	30560596	0.0860221665579388	164	0.050057974395082	0.662771704205898	2213	0.200463634449254	2	2	0	-6.74256151958145
"chr6"	30560627	30762669	0.072065309924408	189	0.028617318488685	0.704782580281915	4349	0.18799755522031	2	2	0	-6.80401425763354
"chr6"	30762671	30936937	0.0849560940117792	381	0.0457523217038243	0.640135329898004	3994	0.214658036302878	2	2	0	-6.74029244831373
"chr6"	30937536	31380039	0.0766850611004737	2210	0.0445917330360706	0.688569842710579	11374	0.314885012058516	2	2	0	-6.74680688135032
"chr6"	31380203	32366481	0.0732631145871284	1114	0.0414397536255297	0.696347234833474	20342	0.197109927492982	2	2	0	-6.83062157685159
"chr6"	32366625	32414424	0.0847239830524453	505	0.041356463201802	0.473138941147211	1534	0.296720293266226	2	2	0	-6.77251311162523
"chr6"	32415331	32458137	0.0728368037935996	175	0.0306345887773388	0.753942294718655	1059	0.289748261295816	2	2	0	-6.77287978342007
"chr6"	32458323	32480321	0.0905353613136455	313	0.055911259656142	0.443945156967656	797	0.301273674508031	2	2	0	-6.77476630907612
"chr6"	32480441	32481197	0.0474225015310312	27	0.0298783859791313	0.659042564999803	41	0.308547719359504	4	4	0	-6.74509748088371
"chr6"	32481208	32482720	0.0661457589784924	31	0.0308827822023719	0.400474647899508	61	0.334993736993898	18	17	1	-6.78524856457333
"chr6"	32483459	32485766	0.0402320463815441	79	0.0297081388695506	0.621558101042964	129	0.38379082680584	4	4	0	-6.74417680535233
"chr6"	32485781	32572791	0.0520549089188551	934	0.0289244147923896	1.16636380408954	2644	0.41401931944273	3	3	0	-6.76352762008121
"chr6"	32572798	32657665	0.0659547376918166	1917	0.0313640184454777	0.989124189509584	3736	0.428749756606637	3	3	0	-6.79036400997241
"chr6"	32657915	32739197	0.0949625192604677	1486	0.050147157013306	0.415544478335156	3355	0.318402276367962	2	2	0	-6.87868033921786
"chr6"	32739294	32761635	0.068640564441186	171	0.0316205149538124	0.795223300251635	635	0.343404009164166	2	2	0	-6.81439667782175
"chr6"	32763600	32836442	0.0810978250635173	276	0.0329076343405594	0.606663827828883	1778	0.253551609968045	2	2	0	-6.73648373428994
"chr6"	32836507	32940829	0.0730922357958607	234	0.0278297211416061	0.719091098213768	2384	0.237979348592647	2	2	0	-6.78219718927088
"chr6"	32944504	33108491	0.0725172144556587	250	0.0278312323474169	0.681040878977963	3557	0.204751975689549	2	2	0	-6.78238023432445
"chr6"	33108732	33156292	0.0675380427943872	199	0.0344290255321944	0.773298602988179	1185	0.352610791604283	3	3	0	-6.80258298590273
"chr6"	33156753	33687396	0.0774966524413521	273	0.0370958575167648	0.673013204039394	11129	0.157994121762318	2	2	0	-6.7557886561704
"chr6"	33691003	33871582	0.074559970130884	274	0.0417031902702236	0.692583576443466	3966	0.202488531429893	2	2	0	-6.75556002701457
"chr6"	33871620	34066664	0.0794269198821221	245	0.0645124035939139	0.650665787274912	4253	0.184403045374624	2	2	0	-6.73319823615224
"chr6"	34071499	34073086	0.352447578190514	20	0.0842973902324384	0.679897704463085	55	0.125276644712563	3	2	1	-6.73853047780864
"chr6"	34077371	35300756	0.0783621324536921	910	0.0551175678602248	0.683656712664509	25941	0.175912640663212	2	2	0	-6.805422177554
"chr6"	35302522	35531374	0.0709298397140026	245	0.0297199767113691	0.702415306709437	4955	0.200913276517442	2	2	0	-6.81149446253565
"chr6"	35531869	35715771	0.078771198353499	149	0.0342642220508751	0.661389638637843	3873	0.176386457644393	2	2	0	-6.73556468556884
"chr6"	35717063	35776526	0.0759279163173352	65	0.0324912118295678	0.684294074973113	1282	0.17992123521738	2	2	0	-6.74595588513962
"chr6"	35788509	35798927	0.283637195509287	17	0.109212959799812	0.955538771010459	233	0.156910261067016	4	3	1	-6.75235634361023
"chr6"	35800084	36037037	0.0699912279543837	253	0.0303119977791086	0.708645337695516	5101	0.19872534602159	2	2	0	-6.8276519811828
"chr6"	36037082	37016344	0.0731606125558011	516	0.0367159119758444	0.687237526097461	20535	0.163160802547669	2	2	0	-6.83377514150003
"chr6"	37017038	37663235	0.0719372208347539	173	0.0368938468438504	0.684623618655506	13382	0.152376542790183	2	2	0	-6.81495482393945
"chr6"	37665248	37754050	0.0845176104616573	51	0.0673600393553981	0.66856470926857	1865	0.165628172494575	2	2	0	-6.73784150671135
"chr6"	37755745	38484727	0.0726656618500107	412	0.0328841109185508	0.676576238280713	15287	0.169718648226624	2	2	0	-6.79331214562879
"chr6"	38485261	38788810	0.0770384047167751	235	0.0418456307196958	0.65019499044113	6414	0.169935180675473	2	2	0	-6.73621424181914
"chr6"	38790747	38905219	0.083366324734391	237	0.0323277246009231	0.69274831457894	2593	0.216233737778638	2	2	0	-6.74640928764524
"chr6"	38906184	39053936	0.0821404224548618	136	0.031732374209705	0.622860470098621	3156	0.166656733711931	2	2	0	-6.74029267371778
"chr6"	39055734	39255224	0.0739812131837544	251	0.0319142626322864	0.653425047454677	4327	0.18156098784922	2	2	0	-6.75470576000449
"chr6"	39256998	39671757	0.0982097594404367	560	0.0512483789238301	0.611982822229269	9044	0.178745870262358	2	2	0	-6.83159210154577
"chr6"	39673029	40209139	0.080097221979665	482	0.0391546621522609	0.628789450214068	11436	0.164782290654867	2	2	0	-6.7424975595106
"chr6"	40209243	40209701	0.428124736089689	9	0.055559527635781	0.578518060771354	10	0.160622573479294	7	4	3	-6.74949928036512
"chr6"	40250663	40651961	0.0745861334049114	424	0.0289990754884927	0.633333501241689	8614	0.170950874015038	2	2	0	-6.75757183732631
"chr6"	40655025	40655188	0.366026096979005	10	0.0522689625346098	0.568308696342874	14	0.0900935106394498	11	7	4	-6.7682390663211
"chr6"	40658878	41525708	0.0779458641561757	882	0.040372570526028	0.651461738410818	18560	0.174608118833923	2	2	0	-6.73545882892235
"chr6"	41529416	41970727	0.0727653409950301	225	0.0368754515710849	0.691059817904461	9223	0.15731981068356	2	2	0	-6.80251279339343
"chr6"	41973282	44034728	0.0788036110936817	1324	0.0470839346415011	0.693390816427824	43534	0.169232619142047	2	2	0	-6.9351455732479
"chr6"	44044538	44060323	0.40484922297374	17	0.105909298042073	0.66119026332908	340	0.115819050672584	2	1	1	-6.84045564385626
"chr6"	44063404	45555675	0.0806753719774748	452	0.0455005226774256	0.661536373814332	30881	0.144018128112641	2	2	0	-6.75489722390551
"chr6"	45556092	45709071	0.0743836698147278	156	0.0259869304493048	0.664547253353318	3274	0.176956288253505	2	2	0	-6.76311724821536
"chr6"	45709361	45845031	0.0748235889893751	70	0.0247025744460979	0.631713623655663	2834	0.16533253348635	2	2	0	-6.76098031818516
"chr6"	45845080	46987550	0.078107906582004	970	0.0490469513794471	0.648910261210795	24279	0.169058013492395	2	2	0	-6.73417471599623
"chr6"	46987566	47343673	0.0711827170602501	232	0.0414221219776668	0.668241283679558	7490	0.166849905939553	2	2	0	-6.76825489216764
"chr6"	47343875	47478053	0.0818507674625164	168	0.0315387772148263	0.642799512225017	2921	0.184700741308812	2	2	0	-6.73517546312877
"chr6"	47480094	47659097	0.070978119201395	189	0.0312016921449008	0.701903629932371	3848	0.199238592168583	2	2	0	-6.80084789338191
"chr6"	47659291	48055119	0.0828312422758663	424	0.034663899865399	0.636524487390372	8543	0.179673546433868	2	2	0	-6.73891184740929
"chr6"	48055203	50817460	0.0825579172186963	1570	0.0441539834300279	0.634543923904592	57751	0.158681757511291	2	2	0	-6.75914517214938
"chr6"	50818295	51136608	0.0770550676924268	302	0.0449097266181448	0.651587175723223	6809	0.179797951885297	2	2	0	-6.7359351533012
"chr6"	51138722	52088299	0.088878879804944	324	0.0579197346985099	0.646866236447494	19543	0.147925464739496	2	2	0	-6.74707968428639
"chr6"	52088393	52957649	0.0765580592714884	870	0.0357703747284347	0.670979315917476	18632	0.182352482996347	2	2	0	-6.7595961389562
"chr6"	52958074	53458354	0.0758846269791675	634	0.0335517654113739	0.643085405761453	10876	0.186660036096231	2	2	0	-6.74235701002078
"chr6"	53459874	55022276	0.0775734125650477	1217	0.0353215056985414	0.64955147744656	33007	0.167107679946132	2	2	0	-6.73646419823093
"chr6"	55022416	55780780	0.0833724485004463	987	0.0415314954787286	0.619419205902184	16472	0.187432627768553	2	2	0	-6.76115904942996
"chr6"	55786082	55958367	0.0748377320682422	145	0.0397431082726605	0.668548126905072	3657	0.17434199368206	2	2	0	-6.74686332777821
"chr6"	55959654	56718886	0.0783903848355276	812	0.0345452988166756	0.642728148255796	16288	0.183497176763521	2	2	0	-6.7348883666539
"chr6"	56746538	57448619	0.0809667996212549	389	0.0516146927848709	0.658513755416153	14633	0.162549349721247	2	2	0	-6.73834244572331
"chr6"	57451287	57852398	0.102524323734251	359	0.0537734695920153	0.624371337163066	8475	0.173959087754301	2	2	0	-6.84636522340719
"chr6"	57855674	58137210	0.089301641035394	265	0.0562471870842312	0.638517146591006	6000	0.178538605415821	2	2	0	-6.75026134093496
"chr6"	58137993	58363813	0.0909131971268793	290	0.0484368957714294	0.61149496991277	4882	0.178232291868925	2	2	0	-6.77673520530181
"chr6"	58364236	58450210	0.100850020432428	166	0.0830746744405679	0.686216686922615	1928	0.233382655719395	2	2	0	-6.77387592984142
"chr6"	58450796	59793551	0.247495699273052	419	0.164612762960044	0.843906751945537	4110	0.468210607073623	3	2	1	-6.99188966857214
"chr6"	59805964	60241733	0.372136986668841	501	0.100356502772379	0.68687602499135	819	0.23881210546725	2	1	1	-7.09051877606719
"chr6"	60242464	60433007	0.102358730901337	282	0.0478710593481227	0.607121875112143	4097	0.192776936555622	2	2	0	-6.87340519496227
"chr6"	60435358	60592357	0.082058314059151	203	0.0764611420779612	0.663528260824005	3351	0.19926394668129	2	2	0	-6.73500294352983
"chr6"	60593353	60729721	0.0976091298527592	249	0.046552395929568	0.581790133050569	3060	0.193885038982896	2	2	0	-6.84196929574448
"chr6"	60731078	60928992	0.0858484513855514	191	0.0508802846081629	0.644175590338206	4218	0.180188674269048	2	2	0	-6.74099411186853
"chr6"	60930589	61123616	0.0927837225291867	347	0.0385633614721087	0.574937298930797	4278	0.183722336342834	2	2	0	-6.84545535018891
"chr6"	61322946	61396097	0.286107425025153	50	0.105813561493404	1.22882845136298	184	0.584232343116713	4	3	1	-6.74420172389448
"chr6"	61473996	61768789	0.0854661169456578	495	0.0361083532759026	0.599310715570612	6273	0.205818599269757	2	2	0	-6.77093381186696
"chr6"	61769450	61869693	0.0783467964996517	124	0.0349459466085734	0.636730774769656	2156	0.178434174330844	2	2	0	-6.73484875985039
"chr6"	61872947	62844855	0.0899841259973208	1177	0.0512523670510788	0.59783785458129	21037	0.173160902227377	2	2	0	-6.87397909809923
"chr6"	62845374	63075801	0.0814584099061658	444	0.0321892981618608	0.661565619860491	5172	0.202636370279463	2	2	0	-6.73595994013303
"chr6"	63078376	63275797	0.0847659458339374	272	0.0418864314390946	0.623237112799145	4336	0.191269769690099	2	2	0	-6.74523715795397
"chr6"	63276569	63482044	0.0789405521324244	118	0.0620425965741012	0.651888462105957	4320	0.158945213461866	2	2	0	-6.73350250575712
"chr6"	63482500	64533372	0.0866861201468669	540	0.0518655449766073	0.628844572968944	21955	0.154745277180407	2	2	0	-6.76383530786399
"chr6"	64535094	64834144	0.0788626298407806	250	0.0390012163336223	0.635056745118002	6326	0.177435670530247	2	2	0	-6.73546737720623
"chr6"	64834597	65126872	0.0841244629243482	257	0.0378995623184485	0.608243393145157	6125	0.17078991508873	2	2	0	-6.76276866350746
"chr6"	65130585	65598249	0.0794736645131659	369	0.0517744727565734	0.630974318815705	9816	0.171364523551265	2	2	0	-6.73897319913368
"chr6"	65599736	65699862	0.0855183054892993	206	0.0368762928669593	0.578889798845259	2256	0.196214148643305	2	2	0	-6.76556454643172
"chr6"	65700063	65835358	0.0842080044217678	229	0.0413981333760796	0.616498625790673	3005	0.203773880174841	2	2	0	-6.74371299337505
"chr6"	65835763	65971665	0.0815258468147901	433	0.0364698339388716	0.544043244795391	3223	0.218283556427347	2	2	0	-6.78489106577031
"chr6"	65972011	66403104	0.0778121201986014	505	0.0360893241980917	0.600067025988343	9314	0.173550558497474	2	2	0	-6.78321967279299
"chr6"	66425376	66608190	0.0929586600262961	316	0.0381049114639742	0.572823222723098	4059	0.185223419250404	2	2	0	-6.84841110665003
"chr6"	66608844	66858302	0.0847616384398139	323	0.0477081370661903	0.627808647894193	5412	0.181456240839135	2	2	0	-6.74303463263684
"chr6"	66858722	67084782	0.0831069469820478	352	0.0456560758786113	0.593520721355267	4976	0.187318349725354	2	2	0	-6.76425991528478
"chr6"	67085134	67421747	0.0802615719023755	616	0.0367059465192255	0.628126560994404	7409	0.199294179221257	2	2	0	-6.7374339254568
"chr6"	67423951	67995859	0.0798345591349497	277	0.0347497635692845	0.621569069451134	6571	0.165576929971259	2	2	0	-6.75284231986199
"chr6"	67997239	68133919	0.0916037714323415	141	0.0443178363419792	0.599412666927675	2935	0.163763344180796	2	2	0	-6.79151862245452
"chr6"	68138702	68316638	0.0793085303442095	260	0.0377776591327669	0.636661438243211	3886	0.195452664455956	2	2	0	-6.73393553656731
"chr6"	68316928	69475583	0.0822957001604358	1064	0.0417323458882308	0.625032695303698	24689	0.170332152183531	2	2	0	-6.76286313495795
"chr6"	69476077	69654776	0.108355456192633	260	0.0629280334377088	0.602988423039643	3897	0.186312836560968	2	2	0	-6.86757912621317
"chr6"	69654989	70295631	0.0748143906169729	326	0.0337260624214549	0.664690970494135	13270	0.159444179669416	2	2	0	-6.75840676419242
"chr6"	70301047	70763176	0.0849257960348652	511	0.0447654938730099	0.641392286293505	9992	0.179467182545864	2	2	0	-6.74088349558566
"chr6"	70770415	71012388	0.0699873587745961	172	0.0316068321738399	0.665866328108359	5099	0.170157282131574	2	2	0	-6.79692460541072
"chr6"	71013118	71828757	0.086522315635813	447	0.0471280420449109	0.631004745435676	17074	0.151773987871923	2	2	0	-6.75748859471792
"chr6"	71828848	72127284	0.0776075133387494	251	0.031982247565838	0.647295263789498	6338	0.171755066803208	2	2	0	-6.73640364657385
"chr6"	72127477	72283631	0.0790845944654478	170	0.0382564832449091	0.627341255564427	3360	0.187925731386526	2	2	0	-6.73585934821432
"chr6"	72284920	72818411	0.0718614529264591	244	0.0434494544276765	0.652767986381019	11119	0.160528261978734	2	2	0	-6.75507185430771
"chr6"	72818641	72911897	0.0887657481752555	46	0.0376276699503666	0.65948385385495	1956	0.161245782316517	2	2	0	-6.7661847546226
"chr6"	72923143	73253361	0.0713687817620712	54	0.0289167097130523	0.675389588716681	6721	0.140966415536102	2	2	0	-6.80463507303867
"chr6"	73254957	73397179	0.0867382267215812	169	0.0412286181851005	0.652342036052865	3099	0.190518949783081	2	2	0	-6.74915768640225
"chr6"	73400489	73811612	0.100921739396298	80	0.104633283665538	0.68445661211812	8487	0.141008218775835	2	2	0	-6.79631164803565
"chr6"	73811613	74474636	0.0959548169063129	142	0.0520607999402673	0.652315105890192	13370	0.140346350728088	2	2	0	-6.79026183223197
"chr6"	74495428	74717371	0.0764793566260981	209	0.0336860614513778	0.68023279878267	4701	0.179642724458816	2	2	0	-6.75003942546993
"chr6"	74717684	74739046	0.0821560935985783	74	0.0297129049359606	0.552544729446592	518	0.233623932685911	2	2	0	-6.74199508661912
"chr6"	74742972	78400548	0.082832149584585	1469	0.0542026566477722	0.649361946979093	74038	0.152138704175559	2	2	0	-6.73610733216622
"chr6"	78402492	78464920	0.0837757834213775	127	0.0313981551127123	0.589840781251365	1422	0.206953392722777	2	2	0	-6.74909973505682
"chr6"	78467742	78689708	0.0762904913166524	297	0.0290800261459291	0.649784459123083	4847	0.187576026494593	2	2	0	-6.74288384370377
"chr6"	78689867	78812937	0.0841482691934816	266	0.0319257499698336	0.616806848208397	2778	0.211298482374262	2	2	0	-6.74685020056022
"chr6"	78814551	80218034	0.0758569410983708	999	0.0372193340068585	0.648495141108725	29655	0.165948513046962	2	2	0	-6.74067629134411
"chr6"	80221789	80483367	0.0761445113807686	223	0.0281111396672765	0.652212555922044	5547	0.170589832097767	2	2	0	-6.74469644930753
"chr6"	80483456	80508151	0.0932897935725408	151	0.0472921267640094	0.479035934299499	685	0.262247620206568	2	2	0	-6.79937082661778
"chr6"	80508724	81077473	0.0773709606687991	1271	0.0435232460185335	0.682200203955081	12823	0.228421079487966	2	2	0	-6.75370783864282
