Hugo_Symbol	100-PM-064_LCM3
AP003072.2	0.2454
AP003072.5	0.2454
AP003072.3	0.2454
AP003072.1	0.2454
AP003969.1	0.2454
AP003969.2	0.2454
DEUP1	0.2454
SMCO4	0.2454
SRP14P2	0.2454
RN7SL223P	0.2454
AP003499.6	0.2454
AP003499.5	0.2454
AP003499.2	0.2454
CEP295	0.2454
AP003499.1	0.2454
SCARNA9	0.2454
AP003499.4	0.2454
AP003499.3	0.2454
AP001273.1	0.2454
TAF1D	0.2454
SNORA25	0.2454
SNORA32	0.2454
SNORD6	0.2454
SNORA1	0.2454
SNORA8	0.2454
SNORD5	0.2454
SNORA18	0.2454
MIR1304	0.2454
SNORA40	0.2454
C11orf54	0.2454
AP001273.2	0.2454
MED17	0.2454
VSTM5	0.2454
AP001894.1	0.2454
AP002795.1	0.2454
HPRT1P3	0.2454
HEPHL1	0.2454
PHBP16	0.2454
PANX1	0.2454
AP002784.1	0.2454
AP002784.2	0.2454
IZUMO1R	0.2454
GPR83	0.2454
MRE11	0.2454
MIR548L	0.2454
AP000786.1	0.2454
ANKRD49	0.2454
C11orf97	0.2454
FUT4	0.2454
PIWIL4	0.2454
AP000943.2	0.2454
AP000943.3	0.2454
AP000943.1	0.2454
LINC02700	0.2454
AMOTL1	0.2454
AP002383.2	0.2454
ST13P11	0.2454
CWC15	0.2454
KDM4D	0.2454
AP002383.1	0.2454
KDM4E	0.2454
AP002383.5	0.2454
AP002383.3	0.2454
AP002383.4	0.2454
KDM4F	0.2454
AP001264.1	0.2454
SRSF8	0.2454
ENDOD1	0.2454
BUD13P1	0.2454
AP000787.2	0.2454
AP000787.1	0.2454
SESN3	0.2454
AP000787.3	0.2454
AP001790.1	0.2454
AP000820.2	0.2454
AP000820.1	0.2454
AP001877.1	0.2454
FAM76B	0.2454
CEP57	0.2454
MTMR2	0.2454
RNA5SP345	0.2454
AP000870.1	0.2454
MAML2	0.2454
AP000779.1	0.2454
MIR1260B	0.2454
CCDC82	0.2454
JRKL	0.2454
JRKL-AS1	0.2454
RNA5SP346	0.2454
LINC02737	0.2454
AP003066.1	0.2454
AP003066.2	0.2454
MED28P5	0.2454
AP001836.1	0.2454
LINC02553	0.2454
RNA5SP347	0.2454
LINC02713	0.2454
AP003730.1	0.2454
AP001317.1	0.2454
AP003038.1	0.2454
AP003715.1	0.2454
AP002428.1	0.2454
CNTN5	0.2454
RN7SKP53	0.2454
RPA2P3	0.2454
RN7SL222P	0.2454
PPIAP43	0.2454
AP001351.1	0.2454
ARHGAP42	0.2454
RN7SKP115	0.2454
PGR	0.2454
PGR-AS1	0.2454
AP001533.1	0.2454
TRPC6	0.2454
MIR3920	0.2454
AP003080.1	0.2454
AP000776.1	0.2454
ANGPTL5	0.2454
CEP126	0.2454
CFAP300	0.2454
RNA5SP535	0.2454
AP001527.1	0.2454
AP001527.2	0.2454
YAP1	0.2454
AP000942.2	0.2454
AP000942.1	0.2454
AP000942.3	0.2454
AP000942.4	0.2454
RNU6-952P	0.2454
AP000942.5	0.2454
BIRC3	0.2454
BIRC2	0.2454
TMEM123	0.2454
AP001830.1	0.2454
AP001830.2	0.2454
MMP7	0.2454
MMP20	0.2454
AP000851.1	0.2454
AP000851.2	0.2454
MMP27	0.2454
MMP8	0.2454
WTAPP1	0.2454
AP000619.1	0.2454
AP000619.3	0.2454
MMP10	0.2454
MMP1	0.2454
AP000619.2	0.2454
MMP3	0.2454
MMP12	0.2454
BOLA3P1	0.2454
RNU7-159P	0.2454
MMP13	0.2454
AP001486.3	0.2454
AP001486.1	0.2454
DCUN1D5	0.2454
AP001486.2	0.2454
DYNC2H1	0.2454
AP002961.1	0.2454
MTCO3P15	0.2454
MTATP6P15	0.2454
MTCO2P15	0.2454
MTCO1P15	0.2454
MTND2P26	0.2454
MTND1P36	0.2454
AP003461.1	0.2454
AP002989.1	0.2454
MIR4693	0.2454
PDGFD	0.2454
AP003043.1	0.2454
DDI1	0.2454
AP003304.1	0.2454
LINC02552	0.2454
AP001485.1	0.2454
AP002004.1	0.2454
CASP12	0.2454
CASP17P	0.2454
CASP4	0.2454
AP001153.1	0.2454
CASP5	0.2454
CASP1	0.2454
CARD16	0.2454
AP001153.2	0.2454
CASP1P2	0.2454
CARD17	0.2454
CASP1P1	0.2454
CARD18	0.2454
OR2AL1P	0.2454
AP003181.1	0.2454
AP003530.1	0.2454
GRIA4	0.2454
AP000641.1	0.2454
RNU4-55P	0.2454
RNU6-277P	0.2454
AP000813.1	0.2454
MSANTD4	0.2454
KBTBD3	0.2454
AASDHPPT	0.2454
AP001001.1	0.2454
AP001001.2	0.2454
LINC02719	0.2454
AP002001.3	0.2454
AP002001.1	0.2454
AP002001.2	0.2454
AP003173.1	0.2454
GUCY1A2	0.2454
AP001282.2	0.2454
AP001282.1	0.2454
AP003057.1	0.2454
AP000766.1	0.2454
CWF19L2	0.2454
SMARCE1P1	0.2454
ALKBH8	0.2454
AP001823.1	0.2454
ELMOD1	0.2454
AP000889.2	0.2454
AP000889.1	0.2454
SLN	0.2454
AP002353.1	0.2454
SLC35F2	0.2454
AP001024.1	0.2454
RAB39A	0.2454
AP003307.2	0.2454
CUL5	0.2454
AP003307.1	0.2454
AP002433.1	0.2454
ACAT1	0.2454
AP002433.2	0.2454
NPAT	0.2454
ATM	0.2454
AP001925.1	0.2454
C11orf65	0.2454
POGLUT3	0.2454
EXPH5	0.2454
DDX10	0.2454
RPS2P39	0.2454
AP002453.1	0.2454
CYCSP29	0.2454
AP003027.1	0.2454
AP003123.1	0.2454
RNU6-654P	0.2454
RNA5SP349	0.2454
AP004146.1	0.2454
AP003049.2	0.2454
C11orf87	0.2454
AP003049.1	0.2454
AP003102.1	0.2454
LINC02715	0.2454
RDX	0.2454
TFAMP2	0.2454
AP001981.2	0.2454
RPSAP50	0.2454
AP001981.1	0.2454
AP001889.1	0.2454
ZC3H12C	0.2454
LINC02732	0.2454
FDX1	0.2454
ARHGAP20	0.2454
HNRNPA1P60	0.2454
AP002963.1	0.2454
AP003973.4	0.2454
RNA5SP350	0.2454
AP003973.2	0.2454
LINC02550	0.2454
AP003973.3	0.2454
RPS17P15	0.2454
AP003973.1	0.2454
C11orf53	0.2454
COLCA1	0.2454
COLCA2	0.2454
AP002448.1	0.2454
MIR4491	0.2454
POU2AF1	0.2454
RNU2-60P	0.2454
AP002008.3	0.2454
AP002008.2	0.2454
BTG4	0.2454
AP002008.4	0.2454
MIR34B	0.2454
MIR34C	0.2454
AP002008.1	0.2454
C11orf88	0.2454
LAYN	0.2454
SIK2	0.2454
AP000925.1	0.2454
RN7SKP273	0.2454
PPP2R1B	0.2454
AP001781.1	0.2454
ALG9	0.2454
AP001781.2	0.2454
ALG9-IT1	0.2454
GNG5P3	0.2454
FDXACB1	0.2454
C11orf1	0.2454
RPL37AP8	0.2454
CRYAB	0.2454
HSPB2	0.2454
HSPB2-C11orf52	0.2454
C11orf52	0.2454
DIXDC1	0.2454
RNA5SP351	0.2454
AP000907.1	0.2454
AP000907.2	0.2454
DLAT	0.2454
PPIHP1	0.2454
RNU6-893P	0.2454
AP000907.3	0.2454
PIH1D2	0.2454
NKAPD1	0.2454
TIMM8B	0.2454
SDHD	0.2454
AP002884.2	0.2454
IL18	0.2454
AP002884.1	0.2454
TEX12	0.2454
BCO2	0.2454
KCTD9P4	0.2454
MRPS36P4	0.2454
RPS12P21	0.2454
PTS	0.2454
RPS6P16	0.2454
PLET1	0.2454
AP002884.3	0.2454
ST13P10	0.2454
LINC02762	0.2454
RNU6-44P	0.2454
LINC02763	0.2454
RPL23AP62	0.2454
LINC02764	0.2454
AP003063.1	0.2454
AP003100.2	0.2454
AP003100.3	0.2454
AP003100.1	0.2454
AC016902.1	0.2454
AP000802.1	0.2454
NCAM1	0.2454
RNU7-187P	0.2454
NCAM1-AS1	0.2454
AP000880.1	0.2454
TTC12	0.2454
AP002840.2	0.2454
ANKK1	0.2454
AP002840.1	0.2454
DRD2	0.2454
MIR4301	0.2454
TMPRSS5	0.2454
MTRF1LP1	0.2454
ZW10	0.2454
RPS29P19	0.2454
AP003170.5	0.2454
AP003170.4	0.2454
CLDN25	0.2454
ATF4P4	0.2454
AP003170.2	0.2454
LRRC37A13P	0.2454
USP28	0.2454
AP003170.3	0.2454
AP003170.1	0.2454
RNU6-1107P	0.2454
HTR3B	0.2454
HTR3A	0.2454
ZBTB16	0.2454
AP002755.1	0.2454
AP002518.2	0.2454
NNMT	0.2454
AP002518.1	0.2454
C11orf71	0.2454
RBM7	0.2454
AP002373.1	0.2454
REXO2	0.2454
AP002373.2	0.2454
NXPE2P1	0.2454
AC020549.3	0.2454
NXPE1	0.2454
AC020549.1	0.2454
NXPE4	0.2454
AC020549.2	0.2454
NXPE2	0.2454
AP003179.1	0.2454
CADM1	0.2454
AP000465.1	0.2454
AP000462.3	0.2454
AP000462.1	0.2454
AP000462.2	0.2454
AP003174.2	0.2454
AP003174.3	0.2454
RPL12P46	0.2454
AP003174.1	0.2454
AP000997.1	0.2454
AP000997.2	0.2454
AP000997.3	0.2454
AP000997.4	0.2454
LINC02698	0.2454
AP002991.1	0.2454
AP002991.2	0.2454
LINC00900	0.2454
LINC02703	0.2454
AP000797.2	0.2454
AP000797.1	0.2454
LINC02151	0.2454
AP000770.1	0.2454
LINC02702	0.2454
BUD13	0.2454
AP006216.1	0.2454
ZPR1	0.2454
APOA5	0.2454
AP006216.2	0.2454
AP006216.3	0.2454
APOA4	0.2454
APOC3	0.2454
APOA1	0.2454
APOA1-AS	0.2454
SIK3	0.2454
RNY4P6	0.2454
AP000936.3	0.2454
AP000936.1	0.2454
AP000936.2	0.2454
AP005018.2	0.2454
AP005018.1	0.2454
PAFAH1B2	0.2454
SIDT2	0.2454
TAGLN	0.2454
PCSK7	0.2454
AP000892.4	0.2454
RNF214	0.2454
AP000892.2	0.2454
BACE1	0.2454
BACE1-AS	0.2454
AP000892.3	0.2454
CEP164	0.2454
AP000892.1	0.2454
PRR13P3	0.2454
DSCAML1	0.2454
AP000711.1	0.2454
AP001554.1	0.2454
FXYD2	0.2454
AP000757.2	0.2454
FXYD6-FXYD2	0.2454
AP000757.1	0.2454
FXYD6	0.2454
TMPRSS13	0.2454
IL10RA	0.2454
SMIM35	0.2454
RN7SL828P	0.2454
TMPRSS4	0.2454
SCN4B	0.2454
SCN2B	0.2454
JAML	0.2454
HSPE1P18	0.2454
MPZL3	0.2454
MPZL2	0.2454
AP002800.1	0.2454
CD3E	0.2454
AP001582.1	0.2454
CD3D	0.2454
CD3G	0.2454
UBE4A	0.2454
AP001267.1	0.2454
AP001267.5	0.2454
ATP5MG	0.2454
AP001267.4	0.2454
AP001267.2	0.2454
KMT2A	0.2454
AP001267.3	0.2454
TTC36	0.2454
TMEM25	0.2454
IFT46	0.2454
RPL5P30	0.2454
ARCN1	0.2454
RNU6-1157P	0.2454
PHLDB1	0.2454
AP000941.1	0.2454
MIR6716	0.2454
TREH	0.2454
TREHP1	0.2454
AP002954.1	0.2454
RNU6-376P	0.2454
AP002954.2	0.2454
DDX6	0.2454
AP004609.5	0.2454
AP004609.4	0.2454
SETP16	0.2454
AP004609.1	0.2454
CXCR5	0.2454
AP004609.3	0.2454
BCL9L	0.2454
MIR4492	0.2454
UPK2	0.2454
RN7SL688P	0.2454
AP004609.2	0.2454
FOXR1	0.2454
AP003392.6	0.2454
AP003392.14	0.2454
CCDC84-DT	0.2454
CCDC84	0.2454
RPL23AP64	0.2454
AP003392.1	0.2454
AP003392.2	0.2454
RPS25	0.2454
TRAPPC4	0.2454
AP003392.15	0.2454
SLC37A4	0.2454
AP003392.3	0.2454
HYOU1	0.2454
AP003392.4	0.2454
AP003392.5	0.2454
VPS11	0.2454
HMBS	0.2454
H2AX	0.2454
DPAGT1	0.2454
C2CD2L	0.2454
HINFP	0.2454
ABCG4	0.2454
NLRX1	0.2454
PDZD3	0.2454
CCDC153	0.2454
CBL	0.2454
RNU6-262P	0.2454
MCAM	0.2454
MIR6756	0.2454
AP002956.1	0.2454
RNF26	0.2454
AP003396.1	0.2454
C1QTNF5	0.2454
MFRP	0.2454
USP2	0.2454
USP2-AS1	0.2454
AP003396.3	0.2454
AP003396.2	0.2454
AP003396.4	0.2454
THY1	0.2454
AP003396.5	0.2454
DUXAP5	0.2454
KRT8P7	0.2454
AP003393.1	0.2454
NECTIN1	0.2454
RNU6-1123P	0.2454
NECTIN1-AS1	0.2454
AP003390.1	0.2454
AP001994.1	0.2454
AP001994.2	0.2454
AP001994.3	0.2454
AP001360.3	0.2454
LINC02744	0.2454
AP001360.1	0.2454
AP001360.2	0.2454
TRIM29	0.2454
AP000679.1	0.2454
OAF	0.2454
POU2F3	0.2454
AP001150.1	0.2454
TLCD5	0.2454
ARHGEF12	0.2454
AP000659.1	0.2454
GRIK4	0.2454
ELOCP22	0.2454
AP004147.1	0.2454
HMGB1P42	0.2454
TBCEL	0.2454
AP000646.1	0.2454
TECTA	0.2454
AP001124.1	0.2454
RPS4XP12	0.2454
SC5D	0.2454
BMPR1AP2	0.2454
AP002365.1	0.2454
AP000977.1	0.2454
SORL1	0.2454
AP001977.1	0.2454
AP001924.1	0.2454
RNU6-256P	0.2454
AP001924.2	0.2454
MIR100HG	0.2454
MIR125B1	0.2454
BLID	0.2454
MIRLET7A2	0.2454
MIR100	0.2454
AP000755.1	0.2454
AP000755.2	0.2454
RNU4ATAC10P	0.2454
RNU4ATAC5P	0.2454
RNU6-592P	0.2454
GLULP3	0.2454
AP002469.1	0.2454
UBASH3B	0.2454
AP002762.3	0.2454
AP002762.1	0.2454
AP002762.2	0.2454
CRTAM	0.2454
JHY	0.2454
RNU4-23P	0.2454
ATP5PBP5	0.2454
BSX	0.2454
AP003040.1	0.2454
RPL34P23	0.2454
RPS26P43	0.2454
RPL31P47	0.2454
HSPA8	0.2454
SNORD14E	0.2454
SNORD14D	0.2454
SNORD14C	0.2454
AP000926.2	0.2454
CLMP	0.2454
AP000926.1	0.2454
AP001970.1	0.2454
AP001782.1	0.2454
LINC02727	0.2454
PHBP17	0.2454
GRAMD1B	0.2454
MIR4493	0.2454
SF3A3P2	0.2454
SCN3B	0.2454
AP002765.1	0.2454
ZNF202	0.2454
OR6X1	0.2454
RNU1-21P	0.2454
OR6M1	0.2454
OR6M2P	0.2454
OR6M3P	0.2454
TMEM225	0.2454
OR8D4	0.2454
OR4D5	0.2454
OR6T1	0.2454
OR10S1	0.2454
OR10G6	0.2454
OR10G5P	0.2454
OR10G4	0.2454
OR10G9	0.2454
OR10G8	0.2454
OR10G7	0.2454
OR10D5P	0.2454
OR10D4P	0.2454
OR10N1P	0.2454
VWA5A	0.2454
OR10D1P	0.2454
OR10D3	0.2454
OR8F1P	0.2454
OR8G3P	0.2454
OR8G2P	0.2454
OR8G7P	0.2454
OR8G1	0.2454
OR8G5	0.2454
SLC5A4P1	0.2454
OR8D1	0.2454
OR8D2	0.2454
OR8B7P	0.2454
OR8B6P	0.2454
OR8B5P	0.2454
OR8B1P	0.2454
OR8C1P	0.2454
OR8B2	0.2454
OR8B3	0.2454
OR8X1P	0.2454
AP001804.1	0.2454
OR8B4	0.2454
OR8B8	0.2454
OR8A2P	0.2454
OR8B9P	0.2454
OR8B10P	0.2454
OR8A3P	0.2454
AP000916.1	0.2454
OR8B12	0.2454
OR8A1	0.2454
OR8Q1P	0.2454
PANX3	0.2454
TBRG1	0.2454
SIAE	0.2454
RNA5SP352	0.2454
SPA17	0.2454
NRGN	0.2454
AP000866.5	0.2454
VSIG2	0.2454
ESAM	0.2454
AP000866.2	0.2454
MSANTD2	0.2454
AP000866.6	0.2454
AP000866.3	0.2454
AP000866.1	0.2454
AP000866.4	0.2454
ROBO3	0.2454
AP003501.1	0.2454
ROBO4	0.2454
AP003501.2	0.2454
HEPACAM	0.2454
HEPN1	0.2454
CCDC15-DT	0.2454
CCDC15	0.2454
SLC37A2	0.2454
TMEM218	0.2454
KRT18P59	0.2454
AP001007.2	0.2454
PKNOX2-AS1	0.2454
PKNOX2	0.2454
AP001007.3	0.2454
AP001007.1	0.2454
RNU6-321P	0.2454
FEZ1	0.2454
AP000708.1	0.2454
EI24	0.2454
RNU6-1156P	0.2454
STT3A	0.2454
CHEK1	0.2454
RNU2-35P	0.2454
ACRV1	0.2454
PATE1	0.2454
PATE2	0.2454
PATE3	0.2454
PATE4	0.2454
AP000842.3	0.2454
HYLS1	0.2454
PUS3	0.2454
AP000842.2	0.2454
DDX25	0.2454
AP000842.1	0.2454
VSIG10L2	0.2454
CDON	0.2454
NAP1L1P1	0.2454
AP000821.1	0.2454
AP000821.2	0.2454
AP001893.3	0.2454
AP001893.2	0.2454
RPUSD4	0.2454
AP001893.1	0.2454
FAM118B	0.2454
RNU4-86P	0.2454
RN7SL351P	0.2454
SRPRA	0.2454
FOXRED1	0.2454
RPL35AP26	0.2454
TIRAP	0.2454
AP001318.1	0.2454
AP001318.2	0.2454
DCPS	0.2454
GSEC	0.2454
ST3GAL4	0.2454
AP001318.3	0.2454
KIRREL3	0.2454
KIRREL3-AS1	0.2454
AP001783.1	0.2454
AP002833.1	0.2454
AP002833.3	0.2454
KIRREL3-AS2	0.2454
MIR3167	0.2454
AP002833.2	0.2454
KIRREL3-AS3	0.2454
AP001993.1	0.2454
AP003121.1	0.2454
LINC02712	0.2454
RN7SKP121	0.2454
RN7SKP279	0.2454
AP003532.1	0.2454
AP001000.1	0.2454
LINC02725	0.2454
LINC02098	0.2454
ETS1	0.2454
MIR6090	0.2454
ETS1-AS1	0.2454
AP001122.1	0.2454
FLI1	0.2454
SENCR	0.2454
KCNJ1	0.2454
AP000920.1	0.2454
KCNJ5	0.2454
C11orf45	0.2454
TP53AIP1	0.2454
ARHGAP32	0.2454
RNU6-876P	0.2454
AP000751.1	0.2454
RNU6-874P	0.2454
ZNF123P	0.2454
BARX2	0.2454
RPS27P20	0.2454
AP003500.1	0.2454
LINC01395	0.2454
AP003327.2	0.2454
AP003327.1	0.2454
TMEM45B	0.2454
NFRKB	0.2454
PRDM10	0.2454
LINC00167	0.2454
AP003041.1	0.2454
ELOBP2	0.2454
AP003041.2	0.2454
APLP2	0.2454
RPL34P21	0.2454
AP003041.3	0.2454
ST14	0.2454
ZBTB44	0.2454
AC019227.1	0.2454
DDX18P5	0.2454
RN7SL778P	0.2454
ZBTB44-DT	0.2454
ADAMTS8	0.2454
ADAMTS15	0.2454
AP004371.1	0.2454
BAK1P2	0.2454
MIR8052	0.2454
C11orf44	0.2454
AP003486.2	0.2454
PPP1R10P1	0.2454
LINC02551	0.2454
AP003486.1	0.2454
SNX19	0.2454
RN7SL167P	0.2454
AP002856.3	0.2454
AP002856.1	0.2454
AP002856.4	0.2454
AP002856.2	0.2454
NTM	0.2454
RNU6ATAC12P	0.2454
AP003025.1	0.2454
AP003025.2	0.2454
NTM-AS1	0.2454
AP004372.1	0.2454
AP000844.2	0.2454
AP000844.1	0.2454
NTM-IT	0.2454
AP000843.1	0.2454
OPCML	0.2454
AP000843.2	0.2454
AP003784.1	0.2454
OPCML-IT2	0.2454
AP004782.1	0.2454
AP003972.1	0.2454
OPCML-IT1	0.2454
AP004606.1	0.2454
LINC02743	0.2454
SPATA19	0.2454
AP001979.1	0.2454
IGSF9B	0.2454
MIR4697	0.2454
LINC02730	0.2454
LINC02731	0.2454
AP000911.1	0.2454
JAM3	0.2454
PTP4A2P2	0.2454
NCAPD3	0.2454
AP001775.1	0.2454
AP001775.2	0.2454
VPS26B	0.2454
THYN1	0.2454
ACAD8	0.2454
GLB1L3	0.2454
AP000859.1	0.2454
GLB1L2	0.2454
B3GAT1	0.2454
AP004608.1	0.2454
AP004550.1	0.2454
AP001999.3	0.2454
AP001999.1	0.2454
AP001999.2	0.2454
LINC02706	0.2454
LINC02714	0.2454
AP003062.2	0.2454
LINC02697	0.2454
AP003062.1	0.2454
LINC02717	0.2454
LINC02684	0.2454
DDX11L8	-0.4372
WASH8P	-0.4372
FAM138D	-0.4372
IQSEC3	-0.6668
AC026369.3	-0.6668
AC026369.1	-0.6668
AC026369.2	-0.6668
AC007406.3	-0.6668
SLC6A12	-0.6668
AC007406.1	-0.6668
AC007406.4	-0.6668
SLC6A13	-0.6668
AC007406.2	-0.6668
AC007406.5	-0.5465
KDM5A	-0.6654
CCDC77	-0.6654
B4GALNT3	-0.5598
NINJ2	-0.5598
AC006205.2	-0.5598
RNU7-103P	-0.5598
AC006205.1	-0.5598
NINJ2-AS1	-0.5598
LINC02455	-0.5598
WNK1	-0.5598
RNU4ATAC16P	-0.5598
AC004765.1	-0.5598
RAD52	-0.5598
AC004803.1	-0.5598
ERC1	-0.5963
HTR1DP1	-0.5963
AC004672.1	-0.5963
AC004672.2	-0.5963
LINC00942	-0.5963
WNT5B	-0.5963
FBXL14	-0.5963
MIR3649	-0.5963
ADIPOR2	-0.5963
AC005183.1	-0.5963
AC005343.1	-0.5963
RPS4XP14	-0.5963
CACNA2D4	-0.5963
AC005343.4	-0.5963
LRTM2	-0.5963
AC005342.2	-0.5963
LINC00940	-0.5963
DCP1B	-0.5963
CACNA1C	-0.5963
AC005342.1	-0.5963
CACNA1C-IT1	-0.5963
CACNA1C-IT2	-0.5963
AC005344.1	-0.5963
CACNA1C-AS4	-0.5963
CACNA1C-IT3	-0.5963
AC005293.1	-0.5963
AC005414.1	-0.5963
CACNA1C-AS3	-0.5963
AC007618.1	-0.5963
CACNA1C-AS2	-0.5963
CACNA1C-AS1	-0.5963
ITFG2-AS1	-0.6754
AC092471.2	-0.5688
LINC02371	-0.5688
IQSEC3P1	-0.5688
AC092471.1	-0.5407
RPL23AP14	-0.5407
CBX3P4	-0.5407
FKBP4	-0.5407
AC005841.1	-0.5407
ITFG2	-0.5407
NRIP2	-0.5407
TEX52	-0.5407
FOXM1	-0.6393
RHNO1	-0.6393
TULP3	-0.6393
AC005911.1	-0.6393
RNU6-1315P	-0.6393
TEAD4	-0.6393
AC125807.2	-0.6393
AC125807.1	-0.6393
TSPAN9	-0.6393
AC005912.3	-0.6204
TSPAN9-IT1	-0.6204
AC005912.2	-0.6204
AC005912.1	-0.6204
AC005865.1	-0.6204
AC005865.2	-0.6204
LINC02827	-0.6204
LINC02417	-0.6204
PRMT8	-0.6438
AC005908.2	-0.6438
AC005908.1	-0.6438
AC005908.3	-0.6438
CRACR2A	-0.6438
AC005831.1	-0.6438
RNU6-174P	-0.6438
AC006207.1	-0.6438
PARP11	-0.6438
OTUD4P1	-0.6438
AC005842.1	-0.6438
AC084375.1	-0.6438
HSPA8P5	-0.6438
AC007207.1	-0.6438
CCND2-AS1	-0.6438
CCND2	-0.6438
AC008012.1	-0.6438
TIGAR	-0.6438
AC006122.1	-0.6438
FGF23	-0.6438
FGF6	-0.6438
C12orf4	-0.6438
RAD51AP1	-0.6438
DYRK4	-0.6438
AC005832.2	-0.6438
AC005832.4	-0.6438
AKAP3	-0.6438
AC005832.3	-0.6438
AC005832.1	-0.6438
NDUFA9	-0.6207
AC005833.1	-0.6207
GAU1	-0.6207
GALNT8	-0.6207
AC005833.2	-0.6207
KCNA6	-0.6207
AC006063.1	-0.6207
AC006063.3	-0.6207
AC006063.4	-0.6207
AC005906.2	-0.6207
KCNA1	-0.6207
AC006063.2	-0.6207
AC005906.1	-0.6207
KCNA5	-0.6207
AC005906.3	-0.6207
LINC02443	-0.6207
AC006206.2	-0.6207
AC006206.1	-0.6207
AC007848.2	-0.6207
AC007848.1	-0.6207
NTF3	-0.6207
ANO2	-0.6207
AC137627.1	-0.6207
VWF	-0.6207
RN7SL69P	-0.6207
AC005845.1	-0.6207
CD9	-0.6207
AC006057.1	-0.6207
ATP5MFP5	-0.6207
PLEKHG6	-0.6207
TNFRSF1A	-0.6207
RN7SL391P	-0.4954
SCNN1A	-0.4954
LTBR	-0.4954
AC005840.2	-0.4954
AC005840.1	-0.4954
SRP14P1	-0.6462
CD27-AS1	-0.6462
CD27	-0.6462
TAPBPL	-0.6462
VAMP1	-0.6462
AC005840.4	-0.6462
AC005840.3	-0.6462
MRPL51	-0.5352
NCAPD2	-0.5352
SCARNA10	-0.5352
AC006064.5	-0.5352
AC006064.3	-0.5352
GAPDH	-0.5352
AC006064.4	-0.5352
IFFO1	-0.5352
AC006064.1	-0.5352
NOP2	-0.5352
AC006064.6	-0.5352
CHD4	-0.5352
AC006064.2	-0.5352
SCARNA11	-0.5352
LPAR5	-0.5352
ACRBP	-0.5352
ING4	-0.5352
AC125494.1	-0.5352
ZNF384	-0.5352
PIANP	-0.5352
RNU6-781P	-0.5352
AC125494.3	-0.5352
COPS7A	-0.5352
AC125494.2	-0.5352
MLF2	-0.5352
PTMS	-0.5352
LAG3	-0.5352
RN7SL380P	-0.5352
CD4	-0.5352
GPR162	-0.5352
P3H3	0
GNB3	0
CDCA3	0
USP5	0
TPI1	0
SPSB2	0
RPL13P5	0
LRRC23	-0.5547
DSTNP2	0
U47924.3	-0.5547
ENO2	-0.5547
ATN1	-0.5547
C12orf57	-0.5547
U47924.2	-0.5547
RNU7-1	-0.5547
PTPN6	-0.5547
MIR200CHG	-0.5547
MIR200C	-0.5547
MIR141	-0.5547
U47924.1	-0.5547
PHB2	-0.5547
SCARNA12	-0.5547
EMG1	-0.5547
LPCAT3	-0.5547
C1S	-0.5547
AC006512.1	-0.5547
AC006512.2	-0.5547
C1R	-0.5994
C1RL	-0.5994
C1RL-AS1	-0.5994
RBP5	-0.5994
RNU6-485P	-0.5994
AC018653.3	-0.5994
CLSTN3	-0.5994
AC018653.4	-0.5994
AC018653.1	-0.5994
PEX5	-0.5994
AC018653.2	-0.5443
ACSM4	-0.5443
CD163L1	-0.5443
AC131206.1	-0.5443
CD163	-0.5443
GAPDHP31	-0.5443
NIFKP3	-0.5443
AC006927.1	-0.5443
AC006927.2	-0.5443
AC006927.4	-0.5443
AC006927.3	-0.5443
AC006927.5	-0.621
APOBEC1	-0.621
GDF3	-0.621
DPPA3	-0.621
CLEC4C	-0.621
NANOGNB	-0.621
AC006517.2	-0.621
NANOG	-0.621
AC006517.1	-0.621
SLC2A14	-0.621
AC006517.6	-0.621
AC006517.3	-0.621
AC006517.5	-0.621
AC006517.4	-0.621
AC124891.1	-0.621
NANOGP1	-0.621
AC007536.1	-0.621
SLC2A3	-0.621
AC006511.7	-0.621
AC006511.1	-0.621
AC006511.2	-0.621
AC006511.5	-0.621
HSPD1P12	-0.621
AC006511.3	-0.621
FOXJ2	-0.621
C3AR1	-0.621
NECAP1	-0.621
AC006511.4	-0.621
AC006511.6	-0.621
CLEC4A	-0.621
POU5F1P3	-0.621
AC092111.3	-0.621
GCSHP4	-0.621
ZNF705A	-0.621
FAM66C	-0.621
DEFB109F	-0.621
AC092111.2	-0.621
AC092111.1	-0.621
FAM90A1	-0.621
ALG1L10P	-0.621
FAM86FP	-0.621
LINC02449	-0.621
AC092745.5	-0.621
ENPP7P5	-0.621
AC092745.4	-0.621
LINC00937	-0.621
AC092745.2	-0.621
AC092745.1	-0.621
AC092745.3	-0.621
RPS3AP43	-0.621
AC092865.4	-0.621
AC092865.3	-0.621
AC092865.2	-0.621
OR7E140P	-0.621
OR7E148P	-0.621
OR7E149P	-0.621
CLEC6A	-0.621
AC092865.1	-0.621
RNU6-275P	-0.621
CLEC4D	-0.621
SUPT4H1P2	-0.621
CLEC4E	-0.621
AC092746.1	-0.621
AC092184.1	-0.621
AC092184.2	-0.621
AICDA	-0.621
AC092184.3	-0.621
HADHAP2	-0.621
MFAP5	-0.621
AC092490.2	-0.621
AC092490.3	-0.621
RIMKLB	-0.621
RPSAP51	-0.621
A2ML1-AS1	-0.621
AC092490.1	-0.621
A2ML1-AS2	-0.621
A2ML1	-0.621
AC006581.2	-0.621
PHC1	-0.621
M6PR	-0.621
KLRG1	-0.621
