ID	chrom	loc.start	loc.end	num.mark	seg.mean
100-PM-064_LCM3	chr3	107731804	108004621	5701	-0.590401478744819
100-PM-064_LCM3	chr3	108004895	108968997	20204	-0.633673951777806
100-PM-064_LCM3	chr3	108969236	109765455	16716	-0.648657165165257
100-PM-064_LCM3	chr3	109767391	109795837	617	-0.657903600241368
100-PM-064_LCM3	chr3	109796524	109818475	473	0.232483633392068
100-PM-064_LCM3	chr3	109822684	110524288	14686	-0.651094646977281
100-PM-064_LCM3	chr3	110524851	111530077	20734	-0.652958113451256
100-PM-064_LCM3	chr3	111555676	111834199	5658	-0.629246848339114
100-PM-064_LCM3	chr3	111841559	112043511	4399	-0.65100972208794
100-PM-064_LCM3	chr3	112043671	112764617	11190	-0.607865524805888
100-PM-064_LCM3	chr3	112765145	112812156	1012	-0.673928771840043
100-PM-064_LCM3	chr3	112813290	112955008	3074	-0.537587272171748
100-PM-064_LCM3	chr3	112956813	113056527	1965	-0.650657036664081
100-PM-064_LCM3	chr3	113061370	113097899	798	-0.547298241781247
100-PM-064_LCM3	chr3	113099370	113220843	2659	-0.666263950485767
100-PM-064_LCM3	chr3	113220912	113564784	7565	-0.52336143599422
100-PM-064_LCM3	chr3	113564996	113600963	817	-0.625157406454807
100-PM-064_LCM3	chr3	113601630	114301934	14638	-0.56782978310021
100-PM-064_LCM3	chr3	114305216	114387406	1745	-0.589249344970463
100-PM-064_LCM3	chr3	114387684	114988724	12391	-0.611582636333645
100-PM-064_LCM3	chr3	114990784	115527709	11003	-0.634061761771743
100-PM-064_LCM3	chr3	115528115	115677422	3145	-0.63835634002243
100-PM-064_LCM3	chr3	115677734	115963895	5928	-0.690141278293776
100-PM-064_LCM3	chr3	115964086	115980870	360	0.255141789815021
100-PM-064_LCM3	chr3	115982348	116038007	1200	-0.643441418454793
100-PM-064_LCM3	chr3	116039767	125790129	206966	0.25988786888914
100-PM-064_LCM3	chr3	125794991	125848814	1163	0.305035961674176
100-PM-064_LCM3	chr3	125886142	130023214	80741	0.288683098140399
100-PM-064_LCM3	chr3	130024042	185564226	1159642	0.255926644857633
100-PM-064_LCM3	chr3	185564339	185570810	172	0.19159863739391
100-PM-064_LCM3	chr3	185571748	195998512	223137	0.284079852933345
100-PM-064_LCM3	chr3	195998750	197607658	34493	0.345372039427701
100-PM-064_LCM3	chr3	197625945	198232729	11468	0.294471743397773
100-PM-064_LCM3	chr4	10165	68615	1107	-0.647250946125808
100-PM-064_LCM3	chr4	73616	166376	1940	-0.590688292464219
100-PM-064_LCM3	chr4	167106	550318	8330	-0.680476433241077
100-PM-064_LCM3	chr4	555079	555632	41	-0.834164946946378
100-PM-064_LCM3	chr4	559628	902698	7352	-0.575910092547035
100-PM-064_LCM3	chr4	904168	939401	751	-0.568859939932314
100-PM-064_LCM3	chr4	939408	1143122	4433	-0.609749246973926
100-PM-064_LCM3	chr4	1144349	1397473	5245	-0.548134949808863
100-PM-064_LCM3	chr4	1397492	1531316	2534	-0.559477596566442
100-PM-064_LCM3	chr4	1533277	2812971	27181	-0.526186875016772
100-PM-064_LCM3	chr4	2813725	3293205	10490	-0.630956820867619
100-PM-064_LCM3	chr4	3293958	3310263	362	-0.568989809607576
100-PM-064_LCM3	chr4	3313239	3803373	10542	-0.623614418482289
100-PM-064_LCM3	chr4	3814861	3826241	252	-0.717283159388042
100-PM-064_LCM3	chr4	3826350	4068726	5396	-0.612088264987089
100-PM-064_LCM3	chr4	4069119	4604832	11368	-0.666140034886424
100-PM-064_LCM3	chr4	4607097	4871024	5800	-0.604227808159322
100-PM-064_LCM3	chr4	4872263	5002462	2780	-0.723050824348063
100-PM-064_LCM3	chr4	5002946	5128276	2656	-0.694486227766915
100-PM-064_LCM3	chr4	5130042	5191193	1427	-0.829885996051537
100-PM-064_LCM3	chr4	5192283	5385031	4223	-0.614579206042776
100-PM-064_LCM3	chr4	5387190	5703362	6666	-0.680990592794532
100-PM-064_LCM3	chr4	5703406	5870826	3648	-0.631478487734189
100-PM-064_LCM3	chr4	5871400	7694725	39773	-0.616450328241397
100-PM-064_LCM3	chr4	7695438	7706352	257	-0.623720524744122
100-PM-064_LCM3	chr4	7707740	8570928	18631	-0.613160113814272
100-PM-064_LCM3	chr4	8571448	9154975	11999	-0.601664600060323
100-PM-064_LCM3	chr4	9213207	9765530	8023	-0.635983889755497
100-PM-064_LCM3	chr4	9778053	9972562	3986	-0.716775425612263
100-PM-064_LCM3	chr4	9981213	9981310	13	-0.135493693929704
100-PM-064_LCM3	chr4	9983805	10163337	4002	-0.608268759305642
100-PM-064_LCM3	chr4	10164155	11049711	18588	-0.68172378202111
100-PM-064_LCM3	chr4	11049988	11736475	15090	-0.629912809975048
100-PM-064_LCM3	chr4	11737677	12208668	10051	-0.592480555150479
100-PM-064_LCM3	chr4	12248477	12748630	10750	-0.738219726954659
100-PM-064_LCM3	chr4	12748863	13276943	11418	-0.673097445247835
100-PM-064_LCM3	chr4	13281434	13997767	15045	-0.72056819775698
100-PM-064_LCM3	chr4	14000262	14142584	3116	-0.665548163192016
100-PM-064_LCM3	chr4	14143346	14415504	6044	-0.778084333378159
100-PM-064_LCM3	chr4	14417550	14856181	9264	-0.654984705424037
100-PM-064_LCM3	chr4	14859218	14924594	1418	-0.737986915759376
100-PM-064_LCM3	chr4	14926084	15223371	4595	-0.608696098276447
100-PM-064_LCM3	chr4	15224181	15247510	518	-0.766009562337224
100-PM-064_LCM3	chr4	15247917	16862118	33944	-0.599865800020411
100-PM-064_LCM3	chr4	16864316	16926820	1348	-0.74226567552404
100-PM-064_LCM3	chr4	16927058	17414123	10374	-0.65642553704123
100-PM-064_LCM3	chr4	17414131	17531303	2530	-0.704776895704468
100-PM-064_LCM3	chr4	17532215	18036745	11044	-0.611953373751159
100-PM-064_LCM3	chr4	18038824	18174146	2794	-0.695399644526189
100-PM-064_LCM3	chr4	18174310	18314004	2964	-0.643961186052011
100-PM-064_LCM3	chr4	18314369	18439753	2663	-0.702959554556322
100-PM-064_LCM3	chr4	18441172	19405096	20591	-0.707654332547245
100-PM-064_LCM3	chr4	19405148	20418313	21829	-0.77845775191444
100-PM-064_LCM3	chr4	20433565	21259968	17546	-0.690487226438216
100-PM-064_LCM3	chr4	21259997	21410854	3249	-0.762573960927126
100-PM-064_LCM3	chr4	21412182	21508119	2056	-0.690574786101527
100-PM-064_LCM3	chr4	21511287	21800569	6412	-0.788516449442616
100-PM-064_LCM3	chr4	21800667	22055312	5582	-0.714964547777453
100-PM-064_LCM3	chr4	22055646	22175647	2473	-0.727616372030708
100-PM-064_LCM3	chr4	22194396	22779462	12483	-0.689387586562548
100-PM-064_LCM3	chr4	22782091	23603917	16937	-0.712873561020843
100-PM-064_LCM3	chr4	23604350	25544505	41121	-0.64627756788258
100-PM-064_LCM3	chr4	25545027	28940917	71931	-0.662635393125393
100-PM-064_LCM3	chr4	28941735	29985650	22286	-0.687047200771672
100-PM-064_LCM3	chr4	29990252	31813934	39119	-0.671032343811669
100-PM-064_LCM3	chr4	31817919	31818968	15	-0.930357836018001
100-PM-064_LCM3	chr4	31818972	32484802	13872	-0.643570227410053
100-PM-064_LCM3	chr4	32486284	32641004	3287	-0.765713226959711
100-PM-064_LCM3	chr4	32648972	32693580	1066	-0.576117154006222
100-PM-064_LCM3	chr4	32714752	34534480	37263	-0.737137759712708
100-PM-064_LCM3	chr4	34537082	34929858	8158	-0.697534459433937
100-PM-064_LCM3	chr4	34930515	35080965	3182	-0.733452467638479
100-PM-064_LCM3	chr4	35083838	35528186	9754	-0.62419221027283
100-PM-064_LCM3	chr4	35528855	35800484	6273	-0.798788254792574
100-PM-064_LCM3	chr4	35801357	35922485	2656	-0.62518421618613
100-PM-064_LCM3	chr4	35928413	36345569	8902	-0.680882642963612
100-PM-064_LCM3	chr4	36345600	36669124	7070	-0.606951237322854
100-PM-064_LCM3	chr4	36672526	36793479	2587	-0.658678696028769
100-PM-064_LCM3	chr4	36793542	37053671	5727	-0.647708321924655
100-PM-064_LCM3	chr4	37053799	37674556	13579	-0.565794436393834
100-PM-064_LCM3	chr4	37674629	37748926	1675	-0.632660295353398
100-PM-064_LCM3	chr4	37749750	38242370	10606	-0.559847950037322
100-PM-064_LCM3	chr4	38242647	38416710	3724	-0.633152030972177
100-PM-064_LCM3	chr4	38430835	38505156	1627	-0.544055780018218
100-PM-064_LCM3	chr4	38505668	38702389	4209	-0.613716622406709
100-PM-064_LCM3	chr4	38706734	38991564	6074	-0.519043143186186
100-PM-064_LCM3	chr4	38992168	39147015	3442	-0.607901798648688
100-PM-064_LCM3	chr4	39148121	40293726	24724	-0.53360800130806
100-PM-064_LCM3	chr4	40294590	40295572	43	-0.89929067162707
100-PM-064_LCM3	chr4	40297667	41955094	35637	-0.616061390413575
100-PM-064_LCM3	chr4	41961265	42096790	3032	-0.542188897980267
100-PM-064_LCM3	chr4	42097407	42361379	5721	-0.717774035756334
100-PM-064_LCM3	chr4	42364382	42453566	1962	-0.646934465142919
100-PM-064_LCM3	chr4	42454492	42588957	2815	-0.683880420985531
100-PM-064_LCM3	chr4	42592830	45012574	51378	-0.708396156332327
100-PM-064_LCM3	chr4	45012845	45014389	132	-0.529405489811646
100-PM-064_LCM3	chr4	45016067	49089498	84327	-0.664525516133098
100-PM-064_LCM3	chr4	49091282	49978696	14118	-0.787350878556362
100-PM-064_LCM3	chr4	50000258	51807572	5334	-0.524777100084885
100-PM-064_LCM3	chr4	51822672	52329459	10485	-0.628407104845906
100-PM-064_LCM3	chr4	52330674	52528629	4321	-0.764869249968509
100-PM-064_LCM3	chr4	52528633	52974448	9314	-0.636397901944138
100-PM-064_LCM3	chr4	52982849	53355236	7781	-0.67812297717475
100-PM-064_LCM3	chr4	53357343	53686412	6816	-0.634310306927949
100-PM-064_LCM3	chr4	53688763	53874217	3935	-0.727820812928616
100-PM-064_LCM3	chr4	53878099	54581933	14715	-0.640625487549603
100-PM-064_LCM3	chr4	54582414	54673098	1985	-0.7361459926825
100-PM-064_LCM3	chr4	54675713	55113391	9096	-0.616667589929237
100-PM-064_LCM3	chr4	55120071	55321208	4188	-0.625987517919014
100-PM-064_LCM3	chr4	55322120	55517799	4203	-0.553249812901846
100-PM-064_LCM3	chr4	55519812	55591449	1603	-0.675088960231107
100-PM-064_LCM3	chr4	55591936	55647920	1172	-0.52845433722824
100-PM-064_LCM3	chr4	55650488	55790623	2983	-0.621823221894432
100-PM-064_LCM3	chr4	55796602	55913916	2474	-0.526260693078081
100-PM-064_LCM3	chr4	55914295	56142773	4862	-0.649690882633193
100-PM-064_LCM3	chr4	56158723	56259349	2114	-0.582492876226181
100-PM-064_LCM3	chr4	56259650	56558570	6597	-0.66891973793722
100-PM-064_LCM3	chr4	56559277	56832892	5910	-0.565708082157248
100-PM-064_LCM3	chr4	56833057	57694445	18592	-0.641833515142961
100-PM-064_LCM3	chr4	57696035	58298418	13117	-0.615146989042857
100-PM-064_LCM3	chr4	58300061	58348436	1122	-0.773873880877483
100-PM-064_LCM3	chr4	58351399	58802556	9659	-0.645462570132468
100-PM-064_LCM3	chr4	58802709	58876703	1602	-0.720294679364786
100-PM-064_LCM3	chr4	58877022	58922071	36	-1.2420049260611
100-PM-064_LCM3	chr4	58922701	59066293	3165	-0.716796873737453
100-PM-064_LCM3	chr4	59066856	59386134	6921	-0.716264363357645
100-PM-064_LCM3	chr4	59386891	59768777	8020	-0.678734265159698
100-PM-064_LCM3	chr4	59771460	62456411	56104	-0.700250691103872
100-PM-064_LCM3	chr4	62456588	62870258	8834	-0.757938593574558
100-PM-064_LCM3	chr4	62872453	63878469	20916	-0.723663902657942
100-PM-064_LCM3	chr4	63884914	64122375	5114	-0.800307513811713
100-PM-064_LCM3	chr4	64155273	64155561	21	-0.338291949117544
100-PM-064_LCM3	chr4	64178446	66216463	40413	-0.715447533325138
100-PM-064_LCM3	chr4	66216896	68735406	51481	-0.685496313138028
100-PM-064_LCM3	chr4	68736922	68886750	3292	-0.715731652686109
100-PM-064_LCM3	chr4	68887009	68970594	1824	-0.618349456992237
100-PM-064_LCM3	chr4	68971995	69381180	7013	-0.732096184324525
100-PM-064_LCM3	chr4	69381352	69383676	104	-0.392929033380712
100-PM-064_LCM3	chr4	69384616	69433861	1198	-0.759978454199948
100-PM-064_LCM3	chr4	69433968	69656037	4862	-0.575730442315385
100-PM-064_LCM3	chr4	69658159	70243445	7767	-0.672862891349478
100-PM-064_LCM3	chr4	70244507	70466587	4851	-0.543293467512439
100-PM-064_LCM3	chr4	70469179	72042168	32767	-0.621283090730452
100-PM-064_LCM3	chr4	72042222	72085009	1094	-0.772891523073699
100-PM-064_LCM3	chr4	72085317	73858291	37533	-0.629081422761462
100-PM-064_LCM3	chr4	73858668	74170499	6460	-0.587755803531728
100-PM-064_LCM3	chr4	74193223	74353474	3384	-0.66689096848372
100-PM-064_LCM3	chr4	74355426	74719764	7507	-0.579966081255876
100-PM-064_LCM3	chr4	74725418	75284333	11784	-0.647360785933472
100-PM-064_LCM3	chr4	75284416	75568923	6166	-0.537564056226847
100-PM-064_LCM3	chr4	75571625	76813909	26187	-0.602504952633307
100-PM-064_LCM3	chr4	76814253	76930384	2440	-0.518669970424096
100-PM-064_LCM3	chr4	76930730	77250404	6631	-0.58440928478663
100-PM-064_LCM3	chr4	77257429	77630940	8352	-0.500438261570119
100-PM-064_LCM3	chr4	77631256	77829346	4218	-0.622464046716009
100-PM-064_LCM3	chr4	77829643	77999960	3741	-0.565869065830696
100-PM-064_LCM3	chr4	78000041	78072615	1601	-0.688366085127941
100-PM-064_LCM3	chr4	78072619	78988299	18831	-0.609828913914139
100-PM-064_LCM3	chr4	78988686	79300061	6509	-0.652717144756855
100-PM-064_LCM3	chr4	79300292	79645965	7377	-0.6124143511747
100-PM-064_LCM3	chr4	79646599	79797088	3200	-0.637187238238629
100-PM-064_LCM3	chr4	79797439	80379581	12073	-0.59626107087965
100-PM-064_LCM3	chr4	80381726	80558798	3801	-0.661681634245526
100-PM-064_LCM3	chr4	80562221	80715587	3269	-0.549386111982551
100-PM-064_LCM3	chr4	80717169	81636839	19027	-0.643896146946367
100-PM-064_LCM3	chr4	81638475	82022031	8009	-0.608871809811335
100-PM-064_LCM3	chr4	82022188	82212189	4114	-0.609843751568445
100-PM-064_LCM3	chr4	82212841	82590306	7966	-0.601326915359066
100-PM-064_LCM3	chr4	82592637	83225843	13152	-0.561455715828586
100-PM-064_LCM3	chr4	83226614	83259588	856	-0.810024927290242
100-PM-064_LCM3	chr4	83260972	83651264	8431	-0.530416019804609
100-PM-064_LCM3	chr4	83651824	83736710	1825	-0.661937305099159
100-PM-064_LCM3	chr4	83737438	83829066	1928	-0.570050027740667
100-PM-064_LCM3	chr4	83832959	84075307	4985	-0.626504771837217
100-PM-064_LCM3	chr4	84077197	84078131	21	-0.0351376599140449
100-PM-064_LCM3	chr4	84159864	85173737	20635	-0.633603125423672
100-PM-064_LCM3	chr4	85200233	85410597	4359	-0.696885713620526
100-PM-064_LCM3	chr4	85412575	85713268	6315	-0.635911909612175
100-PM-064_LCM3	chr4	85713794	86327848	13041	-0.661384948989868
100-PM-064_LCM3	chr4	86329177	86712231	8020	-0.605162995082048
100-PM-064_LCM3	chr4	86713077	87144549	9182	-0.624235063067757
100-PM-064_LCM3	chr4	87147379	87474988	6800	-0.53980309672658
100-PM-064_LCM3	chr4	87477597	87585669	2392	-0.690571500328368
100-PM-064_LCM3	chr4	87595553	87763593	3603	-0.520170280912616
100-PM-064_LCM3	chr4	87766541	88322666	11795	-0.610150864806405
100-PM-064_LCM3	chr4	88325035	89579309	26437	-0.616785136074674
100-PM-064_LCM3	chr4	89580355	90520526	19952	-0.60526922721366
100-PM-064_LCM3	chr4	90539430	90731997	4099	-0.731373881850118
100-PM-064_LCM3	chr4	90734068	90976914	5235	-0.63005517032291
100-PM-064_LCM3	chr4	90979550	91133412	3323	-0.715228101060483
100-PM-064_LCM3	chr4	91134207	91196155	1370	-0.558226634533811
100-PM-064_LCM3	chr4	91199784	91242605	870	-0.742134580377447
100-PM-064_LCM3	chr4	91246640	91505667	5588	-0.615156355108127
100-PM-064_LCM3	chr4	91514538	91601447	1955	-0.731851435232934
100-PM-064_LCM3	chr4	91601629	91658676	1249	-0.660887648731928
100-PM-064_LCM3	chr4	91658808	91717723	1302	-0.752164534135203
100-PM-064_LCM3	chr4	91720077	91810917	1901	-0.649830318825906
100-PM-064_LCM3	chr4	91822795	92570563	15465	-0.724769617573829
100-PM-064_LCM3	chr4	92587030	93337728	15667	-0.645141345228372
100-PM-064_LCM3	chr4	93339978	94451919	23581	-0.656223317185423
100-PM-064_LCM3	chr4	94504513	95621044	23725	-0.609386062398432
100-PM-064_LCM3	chr4	95621050	95740857	2902	-0.771351117383505
100-PM-064_LCM3	chr4	95741687	95989330	5357	-0.61023040255705
100-PM-064_LCM3	chr4	95991343	97146999	23909	-0.712261658508073
100-PM-064_LCM3	chr4	97150276	97509973	7370	-0.66914520756289
100-PM-064_LCM3	chr4	97560413	97739893	3819	-0.718014519667706
100-PM-064_LCM3	chr4	97740319	98239548	11161	-0.570840242195962
100-PM-064_LCM3	chr4	98249857	99316664	22342	-0.658920340761472
100-PM-064_LCM3	chr4	99316676	99781344	9902	-0.617200790467212
100-PM-064_LCM3	chr4	99782037	100182169	8463	-0.699580106028867
100-PM-064_LCM3	chr4	100182374	100420168	5136	-0.635042526008242
100-PM-064_LCM3	chr4	100420483	101015804	12342	-0.672282776822768
100-PM-064_LCM3	chr4	101019325	101358736	7044	-0.634831618002972
100-PM-064_LCM3	chr4	101359241	101443247	1882	-0.755200629904162
100-PM-064_LCM3	chr4	101444088	101603219	3320	-0.605187526484285
100-PM-064_LCM3	chr4	101603276	101771847	3606	-0.655505345549165
100-PM-064_LCM3	chr4	101772636	101994810	4737	-0.578554629749316
100-PM-064_LCM3	chr4	101995085	102148099	3260	-0.661114225419382
100-PM-064_LCM3	chr4	102151131	102393319	5130	-0.580112234000462
100-PM-064_LCM3	chr4	102408889	102409027	13	-0.500890514695413
100-PM-064_LCM3	chr4	102424504	102628984	4164	-0.593082718149738
100-PM-064_LCM3	chr4	102700178	102967047	5471	-0.566391586782106
100-PM-064_LCM3	chr4	102989912	103709626	14673	-0.625286888636919
100-PM-064_LCM3	chr4	103735913	104147422	8592	-0.592222960774844
100-PM-064_LCM3	chr4	104148872	104368391	4695	-0.69630652824509
100-PM-064_LCM3	chr4	104370444	104511931	2934	-0.63853603722748
100-PM-064_LCM3	chr4	104513804	107252986	57454	-0.631396248335212
100-PM-064_LCM3	chr4	107253347	108486982	25805	-0.642060208691519
100-PM-064_LCM3	chr4	108487357	108513300	607	-0.791097314382547
100-PM-064_LCM3	chr4	108513418	108640285	2732	-0.630210601905921
100-PM-064_LCM3	chr4	108641209	108716366	1709	-0.813356319433664
100-PM-064_LCM3	chr4	108716892	108789996	1542	-0.63803990869998
100-PM-064_LCM3	chr4	108790308	108849127	1273	-0.75360698759258
100-PM-064_LCM3	chr4	108850850	108974925	2653	-0.641530830286208
100-PM-064_LCM3	chr4	108974991	109005650	755	-0.938622131647016
100-PM-064_LCM3	chr4	109005677	109902959	19034	-0.626378377323971
100-PM-064_LCM3	chr4	109904478	111876904	41477	-0.649685157046548
100-PM-064_LCM3	chr4	111878474	112440331	11794	-0.594543025733095
100-PM-064_LCM3	chr4	112441160	112883288	9508	-0.680278946343269
100-PM-064_LCM3	chr4	112900942	113147150	5191	-0.61498473559445
100-PM-064_LCM3	chr4	113147771	114091970	19897	-0.641384728074905
100-PM-064_LCM3	chr4	114093286	115270375	24303	-0.678100550088267
100-PM-064_LCM3	chr4	115270752	115420899	3276	-0.628366084368416
100-PM-064_LCM3	chr4	115424249	115788896	7775	-0.719741715214907
100-PM-064_LCM3	chr4	115789829	116797410	21190	-0.692301901437917
100-PM-064_LCM3	chr4	116800575	119203319	49898	-0.677708042810298
100-PM-064_LCM3	chr4	119205891	119230297	530	-0.717258391259266
100-PM-064_LCM3	chr4	119230884	119575289	7805	-0.47504668434255
100-PM-064_LCM3	chr4	119575336	119863553	6268	-0.657448562581193
100-PM-064_LCM3	chr4	119863959	119994111	2707	-0.694000974117646
100-PM-064_LCM3	chr4	119997354	120315920	6821	-0.63614961939298
100-PM-064_LCM3	chr4	120317331	121739095	29823	-0.690305540855081
100-PM-064_LCM3	chr4	121739866	122071841	7084	-0.614240721047247
100-PM-064_LCM3	chr4	122072015	124759665	57261	-0.646057093644391
100-PM-064_LCM3	chr4	124760865	124965481	4409	-0.579415411197792
100-PM-064_LCM3	chr4	124966871	127656068	57104	-0.674573908753433
100-PM-064_LCM3	chr4	127666076	128787312	23535	-0.585902929955785
100-PM-064_LCM3	chr4	128791178	129391525	12737	-0.696709378445099
100-PM-064_LCM3	chr4	129397833	129529461	2844	-0.662435183722723
100-PM-064_LCM3	chr4	129531921	130477132	19966	-0.728107804059007
100-PM-064_LCM3	chr4	130478221	130863379	8291	-0.685423040421842
100-PM-064_LCM3	chr4	130866438	131723146	18275	-0.742502001856046
100-PM-064_LCM3	chr4	131723252	131734726	263	-0.67775144850275
100-PM-064_LCM3	chr4	131734939	131764207	469	-0.873742208394905
100-PM-064_LCM3	chr4	131764359	131881315	2510	-0.714219965722283
100-PM-064_LCM3	chr4	131889322	132618237	15379	-0.76009488565802
100-PM-064_LCM3	chr4	132618461	132909962	6583	-0.665622651610644
100-PM-064_LCM3	chr4	132910804	133532292	13171	-0.792822023292691
100-PM-064_LCM3	chr4	133532501	133574891	948	-0.639682555563436
100-PM-064_LCM3	chr4	133577392	134507752	20012	-0.805419203755018
100-PM-064_LCM3	chr4	134509058	134659434	3170	-0.763987251617174
100-PM-064_LCM3	chr4	134659501	134884749	4896	-0.68491614031975
100-PM-064_LCM3	chr4	134885109	135375211	10230	-0.767628765848051
100-PM-064_LCM3	chr4	135398492	135581277	3822	-0.724948873356628
100-PM-064_LCM3	chr4	135581466	136945107	28944	-0.7116977003898
100-PM-064_LCM3	chr4	136946234	137046294	2134	-0.704734674048752
100-PM-064_LCM3	chr4	137046677	137201956	3300	-0.612249287060925
100-PM-064_LCM3	chr4	137204852	138553345	28585	-0.655521385958722
100-PM-064_LCM3	chr4	138556684	138573967	421	-0.719787127487062
100-PM-064_LCM3	chr4	138574840	138690225	2529	-0.550502351473917
100-PM-064_LCM3	chr4	138690234	138719710	650	-0.718356412567786
100-PM-064_LCM3	chr4	138722594	141029224	48502	-0.585166882498882
100-PM-064_LCM3	chr4	141029385	141718254	14589	-0.673594589262872
100-PM-064_LCM3	chr4	141718652	141866177	3122	-0.589651231315995
100-PM-064_LCM3	chr4	141877916	142054980	3806	-0.719388850511377
100-PM-064_LCM3	chr4	142057072	142177786	2726	-0.565055844707732
100-PM-064_LCM3	chr4	142179092	143633668	30528	-0.641885965486404
100-PM-064_LCM3	chr4	143633889	144004299	7594	-0.638678426408581
100-PM-064_LCM3	chr4	144004313	144034214	626	-0.63567314348692
100-PM-064_LCM3	chr4	144037852	144267897	5006	-0.600675610973473
100-PM-064_LCM3	chr4	144269491	144284561	358	-0.718709783908761
100-PM-064_LCM3	chr4	144285616	144402065	2470	-0.584312056480913
100-PM-064_LCM3	chr4	144402689	144512300	2332	-0.711196884209283
100-PM-064_LCM3	chr4	144513432	144737134	4751	-0.59980001026565
100-PM-064_LCM3	chr4	144737277	145900258	24158	-0.662535610098008
100-PM-064_LCM3	chr4	145904400	146230706	6853	-0.613988795788718
100-PM-064_LCM3	chr4	146231188	147691934	30884	-0.678236498668251
100-PM-064_LCM3	chr4	147692257	149013348	27675	-0.64047280985423
100-PM-064_LCM3	chr4	149016807	149303733	6034	-0.638672166077806
100-PM-064_LCM3	chr4	149305287	149899063	12404	-0.681965419662449
100-PM-064_LCM3	chr4	149902466	151802688	39886	-0.600589666409192
100-PM-064_LCM3	chr4	151803371	155033269	59597	-0.643470798296794
100-PM-064_LCM3	chr4	155034804	155217220	3937	-0.730507458448356
100-PM-064_LCM3	chr4	155220264	155492157	5805	-0.656271503796414
100-PM-064_LCM3	chr4	155547270	155945206	8507	-0.714960653916808
100-PM-064_LCM3	chr4	155945613	156198194	5414	-0.665555882697252
100-PM-064_LCM3	chr4	156199668	156243043	966	-0.748491863053121
100-PM-064_LCM3	chr4	156244068	157019436	16509	-0.625547503548501
100-PM-064_LCM3	chr4	157022784	157684614	14128	-0.661221087477614
100-PM-064_LCM3	chr4	157685433	157809375	2716	-0.576525860133617
100-PM-064_LCM3	chr4	157809439	158076260	5703	-0.642591262002141
100-PM-064_LCM3	chr4	158076296	160818154	57726	-0.61353299370829
100-PM-064_LCM3	chr4	160828632	160981727	3304	-0.727037795587786
100-PM-064_LCM3	chr4	160995227	161378979	8378	-0.620647486585776
100-PM-064_LCM3	chr4	161380017	163939357	54194	-0.721629162226726
100-PM-064_LCM3	chr4	163940154	164384396	9577	-0.64659949030233
100-PM-064_LCM3	chr4	164385478	164763977	8257	-0.709221136132793
100-PM-064_LCM3	chr4	164768500	166328869	32799	-0.691557771664942
100-PM-064_LCM3	chr4	166338071	166566903	4776	-0.677269802063267
100-PM-064_LCM3	chr4	166567491	167125574	11602	-0.703353510619675
100-PM-064_LCM3	chr4	167126033	167679602	11753	-0.657023617315036
100-PM-064_LCM3	chr4	167680108	168472028	16454	-0.584614928213588
100-PM-064_LCM3	chr4	168505111	169914295	29717	-0.598381243326137
100-PM-064_LCM3	chr4	169914506	170009974	2170	-0.518016651387295
100-PM-064_LCM3	chr4	170011050	170597719	12472	-0.652534464676621
100-PM-064_LCM3	chr4	170600848	170810316	4446	-0.604893351591329
100-PM-064_LCM3	chr4	171022442	171404102	7993	-0.715235971740532
100-PM-064_LCM3	chr4	171406688	174338152	61733	-0.662852945722393
100-PM-064_LCM3	chr4	174383293	174383679	20	-0.495843925882294
100-PM-064_LCM3	chr4	174408180	179061671	99775	-0.704298444555709
100-PM-064_LCM3	chr4	179062259	182821586	80302	-0.706289704561967
100-PM-064_LCM3	chr4	182821631	184853525	43955	-0.607990373324222
100-PM-064_LCM3	chr4	184853716	185200469	7705	-0.555155644285384
100-PM-064_LCM3	chr4	185201018	185250135	1177	-0.752781036204715
100-PM-064_LCM3	chr4	185261788	185528178	5603	-0.587763812342984
100-PM-064_LCM3	chr4	185561283	185561584	20	-0.556573732993255
100-PM-064_LCM3	chr4	185570285	185827180	5566	-0.622835103938579
100-PM-064_LCM3	chr4	185827243	185827672	28	-0.454127163627525
100-PM-064_LCM3	chr4	185827684	185958609	2933	-0.528862764654572
100-PM-064_LCM3	chr4	185959169	186111395	3289	-0.67032002224734
100-PM-064_LCM3	chr4	186111871	186208841	2147	-0.526244035322397
100-PM-064_LCM3	chr4	186211877	186314844	2275	-0.669489342948666
100-PM-064_LCM3	chr4	186315940	186393340	1683	-0.592704910628484
100-PM-064_LCM3	chr4	186393389	186432346	890	-0.703633413888444
100-PM-064_LCM3	chr4	186432354	186478470	967	-0.644902841039512
100-PM-064_LCM3	chr4	186480391	187815154	28026	-0.654068044467783
100-PM-064_LCM3	chr4	187816438	188502913	14967	-0.684692717088784
100-PM-064_LCM3	chr4	188503319	188508090	183	-0.432136332626564
100-PM-064_LCM3	chr4	188509638	189269941	16352	-0.748898989822127
100-PM-064_LCM3	chr4	189270465	189281649	185	-0.787604672053172
100-PM-064_LCM3	chr4	189281936	189307325	566	-0.705509782580422
100-PM-064_LCM3	chr4	189307483	189309547	128	-0.841663601079665
100-PM-064_LCM3	chr4	189309562	189654391	7812	-0.7755179354668
100-PM-064_LCM3	chr4	189655539	190187788	6304	-0.75994479277876
100-PM-064_LCM3	chr5	15890	1026572	21075	0.242078899609538
100-PM-064_LCM3	chr5	1026605	6063418	105548	0.173371781439917
